orgName,sector,firstName,lastName,email,socialLink,phone,addressStreet,addressCity,addressState,addressCountry,Role,eventId,eventName,eventDate,connections
Rodriguez-Hickman University,Robotics,Carolyn,Villa,carolyn.villa@rodriguezhickmanuniversity.edu,https://linkedin.com/in/carolynvilla649,5303375263,14064 Wagner Radial,Port Carolynhaven,VT,USA,Sponsor,EVT-2025-AICONF,AI Research Connections Conference 2025,2025-09-10,"[{""organization"": ""Taylor and Sons University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed Robotics work during breakout session""}]"
"Hall, Brock and Wilson University",NLP,Andrew,Clark,andrew.clark@hallbrockandwilsonuniversity.edu,https://linkedin.com/in/andrewclark958,1670505762,1395 Lucas Dale,Livingstonfort,TX,USA,Volunteer,EVT-2025-AICONF,AI Research Connections Conference 2025,2025-09-10,"[{""organization"": ""Smith-Brown University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed NLP work during breakout session""}, {""organization"": ""Rodgers, Johnson and Jenkins University"", ""connectionType"": ""Met at conference"", ""notes"": ""Met during poster session bridging NLP and Computer Vision""}, {""organization"": ""Collins LLC University"", ""connectionType"": ""Met at conference"", ""notes"": ""Met during poster session bridging NLP and Computer Vision""}]"
Meza-Potter University,NLP,Michael,Hill,michael.hill@mezapotteruniversity.edu,https://linkedin.com/in/michaelhill578,1191893129,02710 Katie Common Apt. 074,East Dustinstad,IN,USA,Attendee,EVT-2025-AICONF,AI Research Connections Conference 2025,2025-09-10,"[{""organization"": ""Anderson-Zimmerman University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed NLP work during breakout session""}, {""organization"": ""Pope Ltd University"", ""connectionType"": ""Met at conference"", ""notes"": ""Met during poster session bridging NLP and Computer Vision""}, {""organization"": ""Barry LLC University"", ""connectionType"": ""Met at conference"", ""notes"": ""Met during poster session bridging NLP and Computer Vision""}]"
Barry LLC University,Robotics,Angela,Brown,angela.brown@barryllcuniversity.edu,https://linkedin.com/in/angelabrown505,7513993202,8434 Woodward Road,New Johnland,KY,USA,Attendee,EVT-2025-AICONF,AI Research Connections Conference 2025,2025-09-10,"[{""organization"": ""Richard Group University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed Robotics work during breakout session""}, {""organization"": ""Jones-Harris University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed Robotics work during breakout session""}, {""organization"": ""Ramirez PLC University"", ""connectionType"": ""Met at conference"", ""notes"": ""Met during poster session bridging Robotics and NLP""}, {""organization"": ""Hernandez-Simon University"", ""connectionType"": ""Met at conference"", ""notes"": ""Met during poster session bridging Robotics and NLP""}]"
Terry Group University,Computer Vision,Amanda,Ponce,amanda.ponce@terrygroupuniversity.edu,https://linkedin.com/in/amandaponce462,5504571089,1580 Benson Gateway,Lake Amanda,CT,USA,Volunteer,EVT-2025-AICONF,AI Research Connections Conference 2025,2025-09-10,"[{""organization"": ""Rodgers, Johnson and Jenkins University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed Computer Vision work during breakout session""}, {""organization"": ""Rodriguez, Cooper and Bryant University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed Computer Vision work during breakout session""}, {""organization"": ""Miller-Smith University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed Computer Vision work during breakout session""}]"
"Fisher, Robinson and Evans University",NLP,Timothy,Raymond,timothy.raymond@fisherrobinsonandevansuniversity.edu,https://linkedin.com/in/timothyraymond666,0908972458,1232 Ayala Spur Apt. 271,West Joseph,GA,USA,Attendee,EVT-2025-AICONF,AI Research Connections Conference 2025,2025-09-10,"[{""organization"": ""Lee LLC University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed NLP work during breakout session""}]"
Sanchez Group University,Robotics,April,Keith,april.keith@sanchezgroupuniversity.edu,https://linkedin.com/in/aprilkeith244,3253223832,53882 Brian Circles,West Javier,MD,USA,Speaker,EVT-2025-AICONF,AI Research Connections Conference 2025,2025-09-10,"[{""organization"": ""Barber-Weber University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed Robotics work during breakout session""}, {""organization"": ""Carpenter LLC University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed Robotics work during breakout session""}, {""organization"": ""Sanchez Group University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed Robotics work during breakout session""}, {""organization"": ""Carpenter LLC University"", ""connectionType"": ""Met at conference"", ""notes"": ""Met during poster session bridging Robotics and Computer Vision""}, {""organization"": ""Crawford, Smith and Carroll University"", ""connectionType"": ""Met at conference"", ""notes"": ""Met during poster session bridging Robotics and NLP""}]"
Terry Group University,NLP,Vernon,Foster,vernon.foster@terrygroupuniversity.edu,https://linkedin.com/in/vernonfoster726,0875049677,28615 Carolyn Ports Apt. 021,North Joseph,VA,USA,Volunteer,EVT-2025-AICONF,AI Research Connections Conference 2025,2025-09-10,"[{""organization"": ""Oneill, Gregory and Good University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed NLP work during breakout session""}, {""organization"": ""Campbell PLC University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed NLP work during breakout session""}, {""organization"": ""Scott, Green and Lopez University"", ""connectionType"": ""Met at conference"", ""notes"": ""Met during poster session bridging NLP and Robotics""}]"
Carpenter LLC University,Computer Vision,Faith,Burke,faith.burke@carpenterllcuniversity.edu,https://linkedin.com/in/faithburke24,0993180022,95555 Samantha Neck,New Kimberlyberg,WI,USA,Attendee,EVT-2025-AICONF,AI Research Connections Conference 2025,2025-09-10,"[{""organization"": ""Ramirez, Kelly and Collins University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed Computer Vision work during breakout session""}, {""organization"": ""Ramirez, Kelly and Collins University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed Computer Vision work during breakout session""}, {""organization"": ""Sanchez Group University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed Computer Vision work during breakout session""}, {""organization"": ""Yates, Carter and Foley University"", ""connectionType"": ""Met at conference"", ""notes"": ""Met during poster session bridging Computer Vision and Robotics""}]"
Wright-Phillips University,NLP,Andrew,Webster,andrew.webster@wrightphillipsuniversity.edu,https://linkedin.com/in/andrewwebster850,6747049784,40867 Dixon Mountain Apt. 830,Smithland,FL,USA,Sponsor,EVT-2025-AICONF,AI Research Connections Conference 2025,2025-09-10,"[{""organization"": ""Anderson-Zimmerman University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed NLP work during breakout session""}, {""organization"": ""Fisher, Robinson and Evans University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed NLP work during breakout session""}, {""organization"": ""Wade, Lee and Strickland University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed NLP work during breakout session""}, {""organization"": ""Rodgers, Johnson and Jenkins University"", ""connectionType"": ""Met at conference"", ""notes"": ""Met during poster session bridging NLP and Computer Vision""}, {""organization"": ""Johnson, Atkinson and Adams University"", ""connectionType"": ""Met at conference"", ""notes"": ""Met during poster session bridging NLP and Computer Vision""}]"
Terry Group University,NLP,Joe,Ramirez,joe.ramirez@terrygroupuniversity.edu,https://linkedin.com/in/joeramirez723,1962455687,720 Kimberly Mills,East Kevinmouth,UT,USA,Attendee,EVT-2025-AICONF,AI Research Connections Conference 2025,2025-09-10,"[{""organization"": ""Wright-Phillips University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed NLP work during breakout session""}, {""organization"": ""Johnson, Atkinson and Adams University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed NLP work during breakout session""}]"
Sanchez Group University,Robotics,Kimberly,Carpenter,kimberly.carpenter@sanchezgroupuniversity.edu,https://linkedin.com/in/kimberlycarpenter337,8494314494,575 Ross Mews Apt. 771,Coryside,MN,USA,Attendee,EVT-2025-AICONF,AI Research Connections Conference 2025,2025-09-10,"[{""organization"": ""Ruiz-Smith University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed Robotics work during breakout session""}, {""organization"": ""Hill-Tapia University"", ""connectionType"": ""Met at conference"", ""notes"": ""Met during poster session bridging Robotics and Computer Vision""}]"
Barber-Weber University,Computer Vision,Joshua,Aguilar,joshua.aguilar@barberweberuniversity.edu,https://linkedin.com/in/joshuaaguilar614,6524297375,991 Misty Rest Suite 729,Cochranton,NM,USA,Sponsor,EVT-2025-AICONF,AI Research Connections Conference 2025,2025-09-10,"[{""organization"": ""Hernandez-Simon University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed Computer Vision work during breakout session""}, {""organization"": ""Hill-Tapia University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed Computer Vision work during breakout session""}, {""organization"": ""Ramirez, Kelly and Collins University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed Computer Vision work during breakout session""}]"
Hill-Tapia University,Computer Vision,Melanie,Hendrix,melanie.hendrix@hilltapiauniversity.edu,https://linkedin.com/in/melaniehendrix217,0527102959,4653 Kristin Shoal,Michaelstad,MN,USA,Organizer,EVT-2025-AICONF,AI Research Connections Conference 2025,2025-09-10,"[{""organization"": ""Rodgers, Johnson and Jenkins University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed Computer Vision work during breakout session""}, {""organization"": ""Hall, Brock and Wilson University"", ""connectionType"": ""Met at conference"", ""notes"": ""Met during poster session bridging Computer Vision and NLP""}]"
Miller-Smith University,Robotics,David,Lane,david.lane@millersmithuniversity.edu,https://linkedin.com/in/davidlane5,4175550866,1350 John Haven,Lake Emily,CT,USA,Speaker,EVT-2025-AICONF,AI Research Connections Conference 2025,2025-09-10,"[{""organization"": ""Barber-Weber University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed Robotics work during breakout session""}, {""organization"": ""Campbell PLC University"", ""connectionType"": ""Met at conference"", ""notes"": ""Met during poster session bridging Robotics and Computer Vision""}, {""organization"": ""Lee LLC University"", ""connectionType"": ""Met at conference"", ""notes"": ""Met during poster session bridging Robotics and NLP""}]"
Hill-Tapia University,Computer Vision,Daniel,Green,daniel.green@hilltapiauniversity.edu,https://linkedin.com/in/danielgreen739,4594879917,448 Brennan Circles Apt. 301,Lake Steven,NV,USA,Attendee,EVT-2025-AICONF,AI Research Connections Conference 2025,2025-09-10,"[{""organization"": ""Barry LLC University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed Computer Vision work during breakout session""}, {""organization"": ""Campbell PLC University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed Computer Vision work during breakout session""}]"
Ramos-Roth University,Robotics,Justin,Skinner,justin.skinner@ramosrothuniversity.edu,https://linkedin.com/in/justinskinner617,1955747501,574 Amanda Squares Apt. 267,Port Jeff,OH,USA,Attendee,EVT-2025-AICONF,AI Research Connections Conference 2025,2025-09-10,"[{""organization"": ""Rodriguez, Cooper and Bryant University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed Robotics work during breakout session""}, {""organization"": ""Oneill, Gregory and Good University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed Robotics work during breakout session""}, {""organization"": ""Barry LLC University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed Robotics work during breakout session""}, {""organization"": ""Terry Group University"", ""connectionType"": ""Met at conference"", ""notes"": ""Met during poster session bridging Robotics and NLP""}, {""organization"": ""Rodriguez-Hickman University"", ""connectionType"": ""Met at conference"", ""notes"": ""Met during poster session bridging Robotics and NLP""}]"
Jones-Harris University,Robotics,Jennifer,Davis,jennifer.davis@jonesharrisuniversity.edu,https://linkedin.com/in/jenniferdavis894,0483071862,24873 Michael View Suite 602,Millerville,MI,USA,Attendee,EVT-2025-AICONF,AI Research Connections Conference 2025,2025-09-10,"[{""organization"": ""Hall, Brock and Wilson University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed Robotics work during breakout session""}, {""organization"": ""Wright-Phillips University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed Robotics work during breakout session""}, {""organization"": ""Ramos-Roth University"", ""connectionType"": ""Met at conference"", ""notes"": ""Met during poster session bridging Robotics and Computer Vision""}]"
"Oneill, Gregory and Good University",NLP,Bridget,Johnson,bridget.johnson@oneillgregoryandgooduniversity.edu,https://linkedin.com/in/bridgetjohnson521,5354917661,32392 Bell Tunnel Apt. 753,South Paulamouth,ME,USA,Organizer,EVT-2025-AICONF,AI Research Connections Conference 2025,2025-09-10,"[{""organization"": ""Lee LLC University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed NLP work during breakout session""}, {""organization"": ""Carpenter LLC University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed NLP work during breakout session""}, {""organization"": ""Williams-Garcia University"", ""connectionType"": ""Met at conference"", ""notes"": ""Met during poster session bridging NLP and Robotics""}]"
Williams-Garcia University,Robotics,Aaron,Snyder,aaron.snyder@williamsgarciauniversity.edu,https://linkedin.com/in/aaronsnyder869,2748096738,79916 Lang Cliffs,Lake Frankport,IL,USA,Organizer,EVT-2025-AICONF,AI Research Connections Conference 2025,2025-09-10,"[{""organization"": ""Scott, Green and Lopez University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed Robotics work during breakout session""}, {""organization"": ""Clark-Pham University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed Robotics work during breakout session""}, {""organization"": ""Thompson, Adams and Spears University"", ""connectionType"": ""Met at conference"", ""notes"": ""Met during poster session bridging Robotics and Computer Vision""}]"
Sanchez Group University,Computer Vision,Robert,Arnold,robert.arnold@sanchezgroupuniversity.edu,https://linkedin.com/in/robertarnold575,1778297785,12464 Tommy Ports Suite 930,Lake Melissa,NC,USA,Attendee,EVT-2025-AICONF,AI Research Connections Conference 2025,2025-09-10,"[{""organization"": ""Barber-Weber University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed Computer Vision work during breakout session""}, {""organization"": ""Rodgers, Johnson and Jenkins University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed Computer Vision work during breakout session""}, {""organization"": ""Clark-Pham University"", ""connectionType"": ""Met at conference"", ""notes"": ""Met during poster session bridging Computer Vision and Robotics""}]"
Gray-Brock University,Robotics,Brandon,Smith,brandon.smith@graybrockuniversity.edu,https://linkedin.com/in/brandonsmith815,0815577484,40005 Schmidt Isle Apt. 182,Moranfurt,NV,USA,Attendee,EVT-2025-AICONF,AI Research Connections Conference 2025,2025-09-10,"[{""organization"": ""Harvey, Sanders and Decker University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed Robotics work during breakout session""}, {""organization"": ""Smith-Brown University"", ""connectionType"": ""Met at conference"", ""notes"": ""Met during poster session bridging Robotics and Computer Vision""}]"
"Rodriguez, Cooper and Bryant University",Computer Vision,Mark,Gamble,mark.gamble@rodriguezcooperandbryantuniversity.edu,https://linkedin.com/in/markgamble58,2380020168,655 Gonzalez Islands,West Amber,WV,USA,Attendee,EVT-2025-AICONF,AI Research Connections Conference 2025,2025-09-10,"[{""organization"": ""Hernandez-Simon University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed Computer Vision work during breakout session""}, {""organization"": ""Oneill, Gregory and Good University"", ""connectionType"": ""Met at conference"", ""notes"": ""Met during poster session bridging Computer Vision and NLP""}, {""organization"": ""Allen and Sons University"", ""connectionType"": ""Met at conference"", ""notes"": ""Met during poster session bridging Computer Vision and NLP""}]"
Solomon Inc University,Robotics,Teresa,Johnson,teresa.johnson@solomonincuniversity.edu,https://linkedin.com/in/teresajohnson516,1140964036,91926 Koch Creek,Alexanderville,FL,USA,Attendee,EVT-2025-AICONF,AI Research Connections Conference 2025,2025-09-10,"[{""organization"": ""Taylor and Sons University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed Robotics work during breakout session""}]"
"Thompson, Adams and Spears University",Computer Vision,Yvonne,Taylor,yvonne.taylor@thompsonadamsandspearsuniversity.edu,https://linkedin.com/in/yvonnetaylor482,0148177196,2289 Karen Fields,South Markborough,NY,USA,Organizer,EVT-2025-AICONF,AI Research Connections Conference 2025,2025-09-10,"[{""organization"": ""Barber-Weber University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed Computer Vision work during breakout session""}]"
"Scott, Green and Lopez University",Robotics,Leslie,Coleman,leslie.coleman@scottgreenandlopezuniversity.edu,https://linkedin.com/in/lesliecoleman977,7994521918,00998 Williams Greens Apt. 691,Toddfort,ND,USA,Volunteer,EVT-2025-AICONF,AI Research Connections Conference 2025,2025-09-10,"[{""organization"": ""Barber-Weber University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed Robotics work during breakout session""}, {""organization"": ""Scott, Green and Lopez University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed Robotics work during breakout session""}, {""organization"": ""Ramos-Roth University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed Robotics work during breakout session""}, {""organization"": ""Ramirez, Kelly and Collins University"", ""connectionType"": ""Met at conference"", ""notes"": ""Met during poster session bridging Robotics and Computer Vision""}, {""organization"": ""Pope Ltd University"", ""connectionType"": ""Met at conference"", ""notes"": ""Met during poster session bridging Robotics and Computer Vision""}]"
Ruiz-Smith University,Computer Vision,James,Kennedy,james.kennedy@ruizsmithuniversity.edu,https://linkedin.com/in/jameskennedy856,5476451909,721 Rivers Ports,North Robert,OR,USA,Attendee,EVT-2025-AICONF,AI Research Connections Conference 2025,2025-09-10,"[{""organization"": ""Terry Group University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed Computer Vision work during breakout session""}]"
Clark-Pham University,Robotics,Jeffrey,Walker,jeffrey.walker@clarkphamuniversity.edu,https://linkedin.com/in/jeffreywalker294,3000410970,9690 Payne Circles,East Lisa,OK,USA,Volunteer,EVT-2025-AICONF,AI Research Connections Conference 2025,2025-09-10,"[{""organization"": ""Pope Ltd University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed Robotics work during breakout session""}, {""organization"": ""Rodriguez, Cooper and Bryant University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed Robotics work during breakout session""}, {""organization"": ""Sanchez Group University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed Robotics work during breakout session""}, {""organization"": ""Hall, Brock and Wilson University"", ""connectionType"": ""Met at conference"", ""notes"": ""Met during poster session bridging Robotics and NLP""}]"
