addressCity,addressCountry,addressState,addressStreet,connections,email,eventDate,eventId,eventName,firstName,lastName,orgName,phone,sector,socialLink,eventType,participantRole,medicalSpecialty
OKKAJ,INDIA,PLEASE SELECT ST,"137, Health Street","[{""connectionOrg"": ""Regional Health Trust 136"", ""connectionType"": ""Reconnected / existing relationship"", ""otherText"": """"}, {""connectionOrg"": ""Rural Care Initiative 95"", ""connectionType"": ""Met for the first time"", ""otherText"": """"}]",rohan.reddy1715@iu.edu,11/14/2025,EVT-MED-2025-001,Community Medical Camp 2025,ROHAN,R,Rural Care Initiative 80,6333323660,Non-profit,LINK,Medical camp,Patient,Orthopedics
Los Angeles,UNITED STATES,Nowhere,"175, Health Street",[],sana.deshmukh1716@amazon.com,11/14/2025,EVT-MED-2025-001,Community Medical Camp 2025,Sana,Deshmukh,Public Health Mission 149,6350975421,Business,https://linkedin.com/in/sana-deshmukh-1716,Medical camp,Organizer,Orthopedics
OKKAJ,INDIA,PLEASE SELECT ST,"130, Health Street","[{""connectionOrg"": ""Rural Care Initiative 147"", ""connectionType"": ""Other"", ""otherText"": """"}, {""connectionOrg"": ""Community Medical Foundation 30"", ""connectionType"": ""Referral / introduced"", ""otherText"": """"}]",ananya.verma1717@gmail.com,11/16/2025,EVT-MED-2025-001,Community Medical Camp 2025,ANANYA,V,Regional Health Trust 138,6302705718,Business,LINK,Medical camp,Nurse,Pediatrics
Los Vagas,UNITED STATES,Somewhere,"128, Health Street",[],alex.sharma1718yahoo.com,11/15/2025,EVT-MED-2025-001,Community Medical Camp 2025,Alex,Sharma,Public Health Mission 121,6330980385,Other,https://linkedin.com/in/alex-sharma-1718,Medical camp,Nurse,General
Atlanta,UNITED STATES,Vijay,"6, Health Street","[{""connectionOrg"": ""Public Health Mission 96"", ""connectionType"": ""Reconnected / existing relationship"", ""otherText"": """"}]",priya.patel1719@quantiphi.com,11/16/2025,EVT-MED-2025-001,Community Medical Camp 2025,Priya,Patel,Public Health Mission 174,6342394885,Government,https://linkedin.com/in/priya-patel-1719,Medical camp,Nurse,General
Los Vagas,UNITED STATES,Somewhere,"89, Health Street","[{""connectionOrg"": ""Prime Health Systems"", ""connectionType"": ""Met for the first time"", ""otherText"": """"}, {""connectionOrg"": ""Urban Wellness Center 156"", ""connectionType"": ""Reconnected / existing relationship"", ""otherText"": """"}]",prachi.patel1720@amazon.com,11/14/2025,EVT-MED-2025-001,Community Medical Camp 2025,Prachi,Patel,Public Health Mission 33,6301822732,Government,https://linkedin.com/in/prachi-patel-1720,Medical camp,Volunteer,Dermatology
Denver,UNITED STATES,Ajay,"128, Health Street",[],rohan.verma1721@amazon.com,11/14/2025,EVT-MED-2025-001,Community Medical Camp 2025,Rohan,Verma,Community Medical Foundation 127,6340550414,Other,https://linkedin.com/in/rohan-verma-1721,Medical camp,Doctor,Dermatology
Seattle,UNITED STATES,Washington,"169, Health Street","[{""connectionOrg"": ""Rural Care Initiative 111"", ""connectionType"": ""Reconnected / existing relationship"", ""otherText"": """"}, {""connectionOrg"": ""Regional Health Trust 29"", ""connectionType"": ""Met for the first time"", ""otherText"": """"}]",aarav.reddy1722@google.com,11/12/2025,EVT-MED-2025-001,Community Medical Camp 2025,Aarav,Reddy,Urban Wellness Center 40,6367150886,Non-profit,https://linkedin.com/in/aarav-reddy-1722,Medical camp,Volunteer,Pediatrics
Hyderabad,INDIA,Telangana,"43, Health Street",[],aarav.garcia1723@google.com,11/12/2025,EVT-MED-2025-001,Community Medical Camp 2025,Aarav,Garcia,Community Medical Foundation 114,6366660594,Community,https://linkedin.com/in/aarav-garcia-1723,Medical camp,Volunteer,General
Los Vagas,UNITED STATES,Somewhere,"196, Health Street","[{""connectionOrg"": ""Community Medical Foundation 13"", ""connectionType"": ""Other"", ""otherText"": """"}]",meera.garcia1724@iu.edu,11/15/2025,EVT-MED-2025-001,Community Medical Camp 2025,Meera,Garcia,Rural Care Initiative 106,6358687387,Government,https://linkedin.com/in/meera-garcia-1724,Medical camp,Patient,Cardiology
Los Vagas,UNITED STATES,Somewhere,"160, Health Street",[],sahil.reddy1725@quantiphi.com,11/12/2025,EVT-MED-2025-001,Community Medical Camp 2025,Sahil,Reddy,Urban Wellness Center 41,6301201187,Other,https://linkedin.com/in/sahil-reddy-1725,Medical camp,Patient,General
Pune,INDIA,Maharashtra,"115, Health Street","[{""connectionOrg"": ""Healing Touch Foundation"", ""connectionType"": ""Funding / partnership"", ""otherText"": """"}]",priya.nguyen1726yahoo.com,11/12/2025,EVT-MED-2025-001,Community Medical Camp 2025,Priya,Nguyen,Urban Wellness Center 60,6300521171,Other,https://linkedin.com/in/priya-nguyen-1726,Medical camp,Organizer,Pediatrics
Mumbai,INDIA,Maharashtra,"46, Health Street","[{""connectionOrg"": ""Rural Care Initiative 153"", ""connectionType"": ""Shared info / resources"", ""otherText"": """"}, {""connectionOrg"": ""Urban Wellness Center 154"", ""connectionType"": ""Reconnected / existing relationship"", ""otherText"": """"}]",nithya.reddy1727@gmail.com,11/15/2025,EVT-MED-2025-001,Community Medical Camp 2025,Nithya,Reddy,Urban Wellness Center 126,6397691451,Education,https://linkedin.com/in/nithya-reddy-1727,Medical camp,Organizer,Pediatrics
Delhi,INDIA,Delhi,"56, Health Street","[{""connectionOrg"": ""Urban Wellness Center 139"", ""connectionType"": ""Funding / partnership"", ""otherText"": """"}]",nithya.garcia1728@google.com,11/12/2025,EVT-MED-2025-001,Community Medical Camp 2025,Nithya,Garcia,WellBeing Alliance,6311271736,Education,https://linkedin.com/in/nithya-garcia-1728,Medical camp,Doctor,General
Seattle,UNITED STATES,Washington,"50, Health Street","[{""connectionOrg"": ""Community Medical Foundation 32"", ""connectionType"": ""Other"", ""otherText"": """"}]",kunal.patel1729@gmail.com,11/13/2025,EVT-MED-2025-001,Community Medical Camp 2025,Kunal,Patel,Urban Wellness Center 163,6383440451,Business,https://linkedin.com/in/kunal-patel-1729,Medical camp,Doctor,Pediatrics
Mumbai,INDIA,Maharashtra,"85, Health Street",[],aarav.singh1730yahoo.com,11/13/2025,EVT-MED-2025-001,Community Medical Camp 2025,Aarav,Singh,Regional Health Trust 67,6326764143,Community,https://linkedin.com/in/aarav-singh-1730,Medical camp,Volunteer,Dermatology
Mumbai,INDIA,Maharashtra,"28, Health Street",[],dylan.verma1731@gmail.com,11/15/2025,EVT-MED-2025-001,Community Medical Camp 2025,Dylan,Verma,Public Health Mission 119,6340124284,Education,https://linkedin.com/in/dylan-verma-1731,Medical camp,Volunteer,Dermatology
Hyderabad,INDIA,Telangana,"141, Health Street","[{""connectionOrg"": ""Community Medical Foundation 137"", ""connectionType"": ""Shared info / resources"", ""otherText"": """"}]",luis.sharma1732@iu.edu,11/12/2025,EVT-MED-2025-001,Community Medical Camp 2025,Luis,Sharma,Regional Health Trust 119,6319980881,Community,https://linkedin.com/in/luis-sharma-1732,Medical camp,Patient,Dermatology
Bengaluru,INDIA,Karnataka,"92, Health Street","[{""connectionOrg"": ""Rural Care Initiative 170"", ""connectionType"": ""Funding / partnership"", ""otherText"": """"}]",luis.sharma1733@quantiphi.com,11/16/2025,EVT-MED-2025-001,Community Medical Camp 2025,Luis,Sharma,Rural Care Initiative 80,6351706981,Non-profit,https://linkedin.com/in/luis-sharma-1733,Medical camp,Patient,Orthopedics
Mumbai,INDIA,Maharashtra,"167, Health Street","[{""connectionOrg"": ""Public Health Mission 138"", ""connectionType"": ""Referral / introduced"", ""otherText"": """"}, {""connectionOrg"": ""Regional Health Trust 31"", ""connectionType"": ""Shared info / resources"", ""otherText"": """"}]",ananya.deshmukh1734@gmail.com,11/14/2025,EVT-MED-2025-001,Community Medical Camp 2025,Ananya,Deshmukh,Community Medical Foundation 99,6370685320,Non-profit,https://linkedin.com/in/ananya-deshmukh-1734,Medical camp,Organizer,Pediatrics
Atlanta,UNITED STATES,Vijay,"98, Health Street","[{""connectionOrg"": ""Public Health Mission 1"", ""connectionType"": ""Reconnected / existing relationship"", ""otherText"": """"}]",alex.sharma1735@iu.edu,11/16/2025,EVT-MED-2025-001,Community Medical Camp 2025,Alex,Sharma,Regional Health Trust 126,6360723930,Non-profit,https://linkedin.com/in/alex-sharma-1735,Medical camp,Organizer,Dermatology
BLOOMINGTON,UNITED STATES,INDIANA,"121, Health Street","[{""connectionOrg"": ""Urban Wellness Center 165"", ""connectionType"": ""Reconnected / existing relationship"", ""otherText"": """"}, {""connectionOrg"": ""Community Medical Foundation 196"", ""connectionType"": ""Reconnected / existing relationship"", ""otherText"": """"}]",michael.verma1736yahoo.com,11/16/2025,EVT-MED-2025-001,Community Medical Camp 2025,Michael,Verma,Rural Care Initiative 34,6365300916,Community,https://linkedin.com/in/michael-verma-1736,Medical camp,Volunteer,General
Hyderabad,INDIA,Telangana,"40, Health Street",[],ananya.singh1737@amazon.com,11/14/2025,EVT-MED-2025-001,Community Medical Camp 2025,Ananya,Singh,Regional Health Trust 53,6378550331,Community,https://linkedin.com/in/ananya-singh-1737,Medical camp,Nurse,General
BLOOMINGTON,UNITED STATES,INDIANA,"40, Health Street",[],sahil.singh1738@gmail.com,11/14/2025,EVT-MED-2025-001,Community Medical Camp 2025,Sahil,Singh,Urban Wellness Center 126,6393503621,Non-profit,https://linkedin.com/in/sahil-singh-1738,Medical camp,Volunteer,Orthopedics
Bengaluru,INDIA,Karnataka,"112, Health Street","[{""connectionOrg"": ""Urban Wellness Center 195"", ""connectionType"": ""Other"", ""otherText"": """"}, {""connectionOrg"": ""Regional Health Trust 59"", ""connectionType"": ""Referral / introduced"", ""otherText"": """"}]",sana.gupta1739@amazon.com,11/12/2025,EVT-MED-2025-001,Community Medical Camp 2025,Sana,Gupta,Community Medical Foundation 2,6393610442,Community,https://linkedin.com/in/sana-gupta-1739,Medical camp,Doctor,Cardiology
Bengaluru,INDIA,Karnataka,"74, Health Street","[{""connectionOrg"": ""Rural Care Initiative 88"", ""connectionType"": ""Shared info / resources"", ""otherText"": """"}]",dylan.sharma1740@google.com,11/14/2025,EVT-MED-2025-001,Community Medical Camp 2025,Dylan,Sharma,Community Medical Foundation 187,6359742661,Community,https://linkedin.com/in/dylan-sharma-1740,Medical camp,Organizer,Cardiology
Mumbai,INDIA,Maharashtra,"16, Health Street","[{""connectionOrg"": ""Public Health Mission 141"", ""connectionType"": ""Shared info / resources"", ""otherText"": """"}]",priya.singh1741@quantiphi.com,11/13/2025,EVT-MED-2025-001,Community Medical Camp 2025,Priya,Singh,Regional Health Trust 197,6385515085,Business,https://linkedin.com/in/priya-singh-1741,Medical camp,Doctor,Pediatrics
Los Angeles,UNITED STATES,Nowhere,"199, Health Street","[{""connectionOrg"": ""Regional Health Trust 84"", ""connectionType"": ""Funding / partnership"", ""otherText"": """"}, {""connectionOrg"": ""Regional Health Trust 174"", ""connectionType"": ""Funding / partnership"", ""otherText"": """"}]",kunal.deshmukh1742@amazon.com,11/14/2025,EVT-MED-2025-001,Community Medical Camp 2025,Kunal,Deshmukh,Urban Wellness Center 21,6380353671,Non-profit,https://linkedin.com/in/kunal-deshmukh-1742,Medical camp,Doctor,Orthopedics
Denver,UNITED STATES,Ajay,"14, Health Street","[{""connectionOrg"": ""Rural Care Initiative 32"", ""connectionType"": ""Other"", ""otherText"": """"}]",sahil.deshmukh1743@amazon.com,11/16/2025,EVT-MED-2025-001,Community Medical Camp 2025,Sahil,Deshmukh,Rural Care Initiative 72,6362893345,Non-profit,https://linkedin.com/in/sahil-deshmukh-1743,Medical camp,Volunteer,General
Seattle,UNITED STATES,Washington,"102, Health Street",[],ananya.singh1744@quantiphi.com,11/12/2025,EVT-MED-2025-001,Community Medical Camp 2025,Ananya,Singh,Rural Care Initiative 157,6383703118,Business,https://linkedin.com/in/ananya-singh-1744,Medical camp,Doctor,Dermatology
Seattle,UNITED STATES,Washington,"54, Health Street",[],priya.nguyen1745@amazon.com,11/14/2025,EVT-MED-2025-001,Community Medical Camp 2025,Priya,Nguyen,Urban Wellness Center 155,6398994341,Non-profit,https://linkedin.com/in/priya-nguyen-1745,Medical camp,Nurse,General
Mumbai,INDIA,Maharashtra,"3, Health Street","[{""connectionOrg"": ""Urban Wellness Center 187"", ""connectionType"": ""Funding / partnership"", ""otherText"": """"}]",michael.garcia1746@gmail.com,11/14/2025,EVT-MED-2025-001,Community Medical Camp 2025,Michael,Garcia,Public Health Mission 87,6396310105,Community,https://linkedin.com/in/michael-garcia-1746,Medical camp,Volunteer,Orthopedics
Los Vagas,UNITED STATES,Somewhere,"90, Health Street","[{""connectionOrg"": ""Urban Wellness Center 12"", ""connectionType"": ""Met for the first time"", ""otherText"": """"}, {""connectionOrg"": ""Public Health Mission 50"", ""connectionType"": ""Shared info / resources"", ""otherText"": """"}]",ananya.iyer1747@amazon.com,11/13/2025,EVT-MED-2025-001,Community Medical Camp 2025,Ananya,Iyer,Regional Health Trust 17,6375127459,Non-profit,https://linkedin.com/in/ananya-iyer-1747,Medical camp,Organizer,Orthopedics
OKKAJ,INDIA,PLEASE SELECT ST,"121, Health Street","[{""connectionOrg"": ""Urban Wellness Center 139"", ""connectionType"": ""Met for the first time"", ""otherText"": """"}]",michael.khan1748@gmail.com,11/13/2025,EVT-MED-2025-001,Community Medical Camp 2025,MICHAEL,K,Public Health Mission 46,6396748761,Other,LINK,Medical camp,Nurse,General
Mumbai,INDIA,Maharashtra,"199, Health Street","[{""connectionOrg"": ""Community Medical Foundation 104"", ""connectionType"": ""Other"", ""otherText"": """"}, {""connectionOrg"": ""NewAge Health Partners"", ""connectionType"": ""Shared info / resources"", ""otherText"": """"}]",vikram.reddy1749@amazon.com,11/15/2025,EVT-MED-2025-001,Community Medical Camp 2025,Vikram,Reddy,Rural Care Initiative 60,6342228628,Community,https://linkedin.com/in/vikram-reddy-1749,Medical camp,Nurse,Pediatrics
Pune,INDIA,Maharashtra,"82, Health Street","[{""connectionOrg"": ""Public Health Mission 182"", ""connectionType"": ""Met for the first time"", ""otherText"": """"}]",sahil.nguyen1750@quantiphi.com,11/16/2025,EVT-MED-2025-001,Community Medical Camp 2025,Sahil,Nguyen,Rural Care Initiative 185,6321798167,Business,https://linkedin.com/in/sahil-nguyen-1750,Medical camp,Volunteer,Pediatrics
BLOOMINGTON,UNITED STATES,INDIANA,"29, Health Street","[{""connectionOrg"": ""Community Medical Foundation 41"", ""connectionType"": ""Shared info / resources"", ""otherText"": """"}]",ananya.reddy1751@quantiphi.com,11/13/2025,EVT-MED-2025-001,Community Medical Camp 2025,Ananya,Reddy,Regional Health Trust 148,6307807815,Education,https://linkedin.com/in/ananya-reddy-1751,Medical camp,Doctor,Cardiology
Los Angeles,UNITED STATES,Nowhere,"144, Health Street","[{""connectionOrg"": ""Rural Care Initiative 61"", ""connectionType"": ""Referral / introduced"", ""otherText"": """"}, {""connectionOrg"": ""WellServe Health Group"", ""connectionType"": ""Funding / partnership"", ""otherText"": """"}]",sahil.verma1752@quantiphi.com,11/12/2025,EVT-MED-2025-001,Community Medical Camp 2025,Sahil,Verma,Urban Wellness Center 169,6340471666,Business,https://linkedin.com/in/sahil-verma-1752,Medical camp,Patient,Orthopedics
Mumbai,INDIA,Maharashtra,"101, Health Street","[{""connectionOrg"": ""Community Medical Foundation 163"", ""connectionType"": ""Funding / partnership"", ""otherText"": """"}, {""connectionOrg"": ""Community Medical Foundation 91"", ""connectionType"": ""Referral / introduced"", ""otherText"": """"}]",nithya.reddy1753@amazon.com,11/12/2025,EVT-MED-2025-001,Community Medical Camp 2025,Nithya,Reddy,Public Health Mission 172,6330352149,Government,https://linkedin.com/in/nithya-reddy-1753,Medical camp,Nurse,Cardiology
OKKAJ,INDIA,PLEASE SELECT ST,"17, Health Street",[],michael.iyer1754@srmist.in.edu,11/13/2025,EVT-MED-2025-001,Community Medical Camp 2025,MICHAEL,I,Regional Health Trust 115,6355628570,Business,LINK,Medical camp,Organizer,Orthopedics
Seattle,UNITED STATES,Washington,"61, Health Street",[],vikram.nguyen1755@amazon.com,11/16/2025,EVT-MED-2025-001,Community Medical Camp 2025,Vikram,Nguyen,Regional Health Trust 17,6373927305,Business,https://linkedin.com/in/vikram-nguyen-1755,Medical camp,Patient,Orthopedics
Seattle,UNITED STATES,Washington,"166, Health Street",[],dylan.reddy1756yahoo.com,11/14/2025,EVT-MED-2025-001,Community Medical Camp 2025,Dylan,Reddy,Urban Wellness Center 183,6339320082,Community,https://linkedin.com/in/dylan-reddy-1756,Medical camp,Organizer,Cardiology
OKKAJ,INDIA,PLEASE SELECT ST,"88, Health Street",[],aarav.reddy1757@gmail.com,11/14/2025,EVT-MED-2025-001,Community Medical Camp 2025,AARAV,R,AccessCare Foundation,6317438671,Education,LINK,Medical camp,Volunteer,Orthopedics
Hyderabad,INDIA,Telangana,"92, Health Street",[],vikram.iyer1758yahoo.com,11/13/2025,EVT-MED-2025-001,Community Medical Camp 2025,Vikram,Iyer,Public Health Mission 181,6328594057,Business,https://linkedin.com/in/vikram-iyer-1758,Medical camp,Doctor,Cardiology
OKKAJ,INDIA,PLEASE SELECT ST,"45, Health Street","[{""connectionOrg"": ""Community Medical Foundation 40"", ""connectionType"": ""Reconnected / existing relationship"", ""otherText"": """"}]",ananya.singh1759@iu.edu,11/14/2025,EVT-MED-2025-001,Community Medical Camp 2025,ANANYA,S,Urban Wellness Center 97,6372360079,Community,LINK,Medical camp,Patient,Pediatrics
Seattle,UNITED STATES,Washington,"60, Health Street",[],ananya.patel1760@srmist.in.edu,11/13/2025,EVT-MED-2025-001,Community Medical Camp 2025,Ananya,Patel,Community Medical Foundation 106,6337423575,Community,https://linkedin.com/in/ananya-patel-1760,Medical camp,Nurse,Cardiology
OKKAJ,INDIA,PLEASE SELECT ST,"2, Health Street",[],michael.khan1761@srmist.in.edu,11/12/2025,EVT-MED-2025-001,Community Medical Camp 2025,MICHAEL,K,Public Health Mission 8,6329654392,Business,LINK,Medical camp,Volunteer,Pediatrics
Los Angeles,UNITED STATES,Nowhere,"115, Health Street","[{""connectionOrg"": ""Urban Wellness Center 40"", ""connectionType"": ""Met for the first time"", ""otherText"": """"}, {""connectionOrg"": ""Rural Care Initiative 155"", ""connectionType"": ""Shared info / resources"", ""otherText"": """"}]",rohan.verma1762yahoo.com,11/16/2025,EVT-MED-2025-001,Community Medical Camp 2025,Rohan,Verma,Regional Health Trust 112,6390046300,Other,https://linkedin.com/in/rohan-verma-1762,Medical camp,Doctor,Cardiology
Bengaluru,INDIA,Karnataka,"25, Health Street",[],ananya.deshmukh1763@gmail.com,11/16/2025,EVT-MED-2025-001,Community Medical Camp 2025,Ananya,Deshmukh,Public Health Mission 45,6313024298,Community,https://linkedin.com/in/ananya-deshmukh-1763,Medical camp,Organizer,Orthopedics
Chennai,INDIA,Tamil Nadu,"88, Health Street","[{""connectionOrg"": ""Public Health Mission 42"", ""connectionType"": ""Referral / introduced"", ""otherText"": """"}]",alex.sharma1764yahoo.com,11/14/2025,EVT-MED-2025-001,Community Medical Camp 2025,Alex,Sharma,Community Medical Foundation 190,6319382436,Community,https://linkedin.com/in/alex-sharma-1764,Medical camp,Organizer,Pediatrics
Pune,INDIA,Maharashtra,"78, Health Street",[],meera.singh1765@google.com,11/15/2025,EVT-MED-2025-001,Community Medical Camp 2025,Meera,Singh,Community Medical Foundation 49,6353724879,Other,https://linkedin.com/in/meera-singh-1765,Medical camp,Organizer,Pediatrics
Hyderabad,INDIA,Telangana,"14, Health Street","[{""connectionOrg"": ""SRM VDP"", ""connectionType"": ""Met for the first time"", ""otherText"": """"}, {""connectionOrg"": ""Regional Health Trust 76"", ""connectionType"": ""Referral / introduced"", ""otherText"": """"}]",kunal.nguyen1766@iu.edu,11/16/2025,EVT-MED-2025-001,Community Medical Camp 2025,Kunal,Nguyen,Community Medical Foundation 198,6352607418,Other,https://linkedin.com/in/kunal-nguyen-1766,Medical camp,Organizer,Cardiology
Los Vagas,UNITED STATES,Somewhere,"79, Health Street","[{""connectionOrg"": ""Public Health Mission 15"", ""connectionType"": ""Shared info / resources"", ""otherText"": """"}]",ananya.deshmukh1767@srmist.in.edu,11/15/2025,EVT-MED-2025-001,Community Medical Camp 2025,Ananya,Deshmukh,Regional Health Trust 2,6324061921,Community,https://linkedin.com/in/ananya-deshmukh-1767,Medical camp,Nurse,Pediatrics
Delhi,INDIA,Delhi,"43, Health Street","[{""connectionOrg"": ""Rural Care Initiative 36"", ""connectionType"": ""Referral / introduced"", ""otherText"": """"}]",priya.khan1768@srmist.in.edu,11/16/2025,EVT-MED-2025-001,Community Medical Camp 2025,Priya,Khan,Community Medical Foundation 94,6354481726,Business,https://linkedin.com/in/priya-khan-1768,Medical camp,Volunteer,Pediatrics
Pune,INDIA,Maharashtra,"176, Health Street","[{""connectionOrg"": ""VitalCare Medical Trust"", ""connectionType"": ""Reconnected / existing relationship"", ""otherText"": """"}, {""connectionOrg"": ""Urban Wellness Center 190"", ""connectionType"": ""Reconnected / existing relationship"", ""otherText"": """"}]",meera.sharma1769@amazon.com,11/12/2025,EVT-MED-2025-001,Community Medical Camp 2025,Meera,Sharma,Regional Health Trust 173,6328246827,Government,https://linkedin.com/in/meera-sharma-1769,Medical camp,Doctor,Pediatrics
Denver,UNITED STATES,Ajay,"45, Health Street",[],luis.jones1770@gmail.com,11/13/2025,EVT-MED-2025-001,Community Medical Camp 2025,Luis,Jones,Community Medical Foundation 125,6389809480,Education,https://linkedin.com/in/luis-jones-1770,Medical camp,Patient,Dermatology
Denver,UNITED STATES,Ajay,"65, Health Street","[{""connectionOrg"": ""Rural Care Initiative 5"", ""connectionType"": ""Met for the first time"", ""otherText"": """"}]",sahil.khan1771yahoo.com,11/14/2025,EVT-MED-2025-001,Community Medical Camp 2025,Sahil,Khan,Community Medical Foundation 175,6342455050,Business,https://linkedin.com/in/sahil-khan-1771,Medical camp,Organizer,General
BLOOMINGTON,UNITED STATES,INDIANA,"27, Health Street","[{""connectionOrg"": ""Public Health Mission 51"", ""connectionType"": ""Met for the first time"", ""otherText"": """"}]",luis.nair1772@google.com,11/12/2025,EVT-MED-2025-001,Community Medical Camp 2025,Luis,Nair,Urban Wellness Center 101,6375273563,Government,https://linkedin.com/in/luis-nair-1772,Medical camp,Nurse,Pediatrics
Seattle,UNITED STATES,Washington,"98, Health Street",[],ananya.gupta1773@amazon.com,11/13/2025,EVT-MED-2025-001,Community Medical Camp 2025,Ananya,Gupta,Regional Health Trust 23,6355708305,Education,https://linkedin.com/in/ananya-gupta-1773,Medical camp,Nurse,Dermatology
Chennai,INDIA,Tamil Nadu,"46, Health Street","[{""connectionOrg"": ""Rural Care Initiative 22"", ""connectionType"": ""Funding / partnership"", ""otherText"": """"}]",vikram.reddy1774@srmist.in.edu,11/14/2025,EVT-MED-2025-001,Community Medical Camp 2025,Vikram,Reddy,Regional Health Trust 182,6374017218,Business,https://linkedin.com/in/vikram-reddy-1774,Medical camp,Nurse,General
Delhi,INDIA,Delhi,"150, Health Street",[],nithya.gupta1775@amazon.com,11/13/2025,EVT-MED-2025-001,Community Medical Camp 2025,Nithya,Gupta,Urban Wellness Center 66,6316334103,Government,https://linkedin.com/in/nithya-gupta-1775,Medical camp,Doctor,Orthopedics
Mumbai,INDIA,Maharashtra,"135, Health Street","[{""connectionOrg"": ""Rural Care Initiative 70"", ""connectionType"": ""Funding / partnership"", ""otherText"": """"}]",aarav.singh1776@quantiphi.com,11/16/2025,EVT-MED-2025-001,Community Medical Camp 2025,Aarav,Singh,Public Health Mission 53,6329945200,Government,https://linkedin.com/in/aarav-singh-1776,Medical camp,Nurse,Orthopedics
Delhi,INDIA,Delhi,"81, Health Street",[],dylan.sharma1777@google.com,11/12/2025,EVT-MED-2025-001,Community Medical Camp 2025,Dylan,Sharma,Public Health Mission 166,6356665792,Other,https://linkedin.com/in/dylan-sharma-1777,Medical camp,Patient,Pediatrics
Atlanta,UNITED STATES,Vijay,"46, Health Street",[],sahil.patel1778@amazon.com,11/14/2025,EVT-MED-2025-001,Community Medical Camp 2025,Sahil,Patel,Community Medical Foundation 70,6368370327,Other,https://linkedin.com/in/sahil-patel-1778,Medical camp,Nurse,General
Bengaluru,INDIA,Karnataka,"99, Health Street","[{""connectionOrg"": ""Public Health Mission 147"", ""connectionType"": ""Reconnected / existing relationship"", ""otherText"": """"}, {""connectionOrg"": ""Regional Health Trust 180"", ""connectionType"": ""Referral / introduced"", ""otherText"": """"}]",priya.garcia1779@iu.edu,11/15/2025,EVT-MED-2025-001,Community Medical Camp 2025,Priya,Garcia,Community Medical Foundation 128,6395348312,Non-profit,https://linkedin.com/in/priya-garcia-1779,Medical camp,Organizer,Dermatology
BLOOMINGTON,UNITED STATES,INDIANA,"167, Health Street",[],prachi.deshmukh1780@iu.edu,11/16/2025,EVT-MED-2025-001,Community Medical Camp 2025,Prachi,Deshmukh,Rural Care Initiative 137,6397921535,Education,https://linkedin.com/in/prachi-deshmukh-1780,Medical camp,Nurse,General
BLOOMINGTON,UNITED STATES,INDIANA,"69, Health Street",[],nithya.patel1781@gmail.com,11/12/2025,EVT-MED-2025-001,Community Medical Camp 2025,Nithya,Patel,Rural Care Initiative 41,6300802907,Education,https://linkedin.com/in/nithya-patel-1781,Medical camp,Volunteer,Pediatrics
Atlanta,UNITED STATES,Vijay,"43, Health Street","[{""connectionOrg"": ""Community Medical Foundation 115"", ""connectionType"": ""Reconnected / existing relationship"", ""otherText"": """"}, {""connectionOrg"": ""Public Health Mission 151"", ""connectionType"": ""Other"", ""otherText"": """"}]",vikram.garcia1782@gmail.com,11/14/2025,EVT-MED-2025-001,Community Medical Camp 2025,Vikram,Garcia,Public Health Mission 194,6337224431,Other,https://linkedin.com/in/vikram-garcia-1782,Medical camp,Doctor,Orthopedics
Los Angeles,UNITED STATES,Nowhere,"154, Health Street","[{""connectionOrg"": ""AccessCare Foundation"", ""connectionType"": ""Funding / partnership"", ""otherText"": """"}]",sana.jones1783@quantiphi.com,11/14/2025,EVT-MED-2025-001,Community Medical Camp 2025,Sana,Jones,Community Medical Foundation 127,6302778142,Non-profit,https://linkedin.com/in/sana-jones-1783,Medical camp,Doctor,Orthopedics
Delhi,INDIA,Delhi,"111, Health Street","[{""connectionOrg"": ""Rural Care Initiative 24"", ""connectionType"": ""Reconnected / existing relationship"", ""otherText"": """"}]",luis.reddy1784@google.com,11/14/2025,EVT-MED-2025-001,Community Medical Camp 2025,Luis,Reddy,Regional Health Trust 46,6351519556,Other,https://linkedin.com/in/luis-reddy-1784,Medical camp,Doctor,Orthopedics
Chennai,INDIA,Tamil Nadu,"175, Health Street","[{""connectionOrg"": ""Urban Wellness Center 182"", ""connectionType"": ""Other"", ""otherText"": """"}, {""connectionOrg"": ""Regional Health Trust 135"", ""connectionType"": ""Shared info / resources"", ""otherText"": """"}]",luis.jones1785@srmist.in.edu,11/13/2025,EVT-MED-2025-001,Community Medical Camp 2025,Luis,Jones,Rural Care Initiative 69,6372896249,Other,https://linkedin.com/in/luis-jones-1785,Medical camp,Volunteer,Dermatology
Seattle,UNITED STATES,Washington,"172, Health Street",[],nithya.singh1786yahoo.com,11/16/2025,EVT-MED-2025-001,Community Medical Camp 2025,Nithya,Singh,BlueShield Community Care,6329737384,Community,https://linkedin.com/in/nithya-singh-1786,Medical camp,Volunteer,General
Chennai,INDIA,Tamil Nadu,"143, Health Street",[],rohan.nguyen1787@gmail.com,11/13/2025,EVT-MED-2025-001,Community Medical Camp 2025,Rohan,Nguyen,Rural Care Initiative 99,6372622590,Non-profit,https://linkedin.com/in/rohan-nguyen-1787,Medical camp,Volunteer,Orthopedics
